word,confidence,duration,sentence,audio_file,source,license
формалната,0.9993,0.622,Лезбејската книжевност секогаш е радикална во контекст на формалната постјугословенска култура.,common_voice_mk_39769673.mp3,Common Voice 17.0 MK,CC-0
формата,0.9997,0.481,"Гледам човек кој живеел во формата на деновите, но не и во нивната содржина.",common_voice_mk_39790477.mp3,Common Voice 17.0 MK,CC-0
формира,0.9945,0.521,Поставката на овие три разговори го формира триаголникот на љубомората.,common_voice_mk_39699315.mp3,Common Voice 17.0 MK,CC-0
форуми,0.9981,0.420,Софтверски пакети за форуми се широко достапни на семрежјето.,common_voice_mk_39702194.mp3,Common Voice 17.0 MK,CC-0
форумите,0.9966,0.602,Популарноста на нишките е измерена со бројот на одговорите на форумите.,common_voice_mk_39808880.mp3,Common Voice 17.0 MK,CC-0
форумот,0.9958,0.462,Форумот се состои од дрво како директориумска структура.,common_voice_mk_39706128.mp3,Common Voice 17.0 MK,CC-0
фотографиите,0.9910,0.821,Како сето тоа изгледа можете да погледнете од фотографиите во прилог.,common_voice_mk_39777343.mp3,Common Voice 17.0 MK,CC-0
фотографијата,0.9983,0.802,Опасноста од фотографијата е исто така голема.,common_voice_mk_39706760.mp3,Common Voice 17.0 MK,CC-0
фраза,0.9687,0.420,"Се сепна кога употреби, макар и во мислите, фраза како до крајот на животот.",common_voice_mk_39790678.mp3,Common Voice 17.0 MK,CC-0
француска,0.9993,0.741,"Кога денес се зборува за оваа француска актерка, се спомнуваат нејзините извонредни театарски улоги.",common_voice_mk_39701453.mp3,Common Voice 17.0 MK,CC-0
француски,0.9993,0.662,"Читајте ги предговорите на нашите антологии, да речеме на француски.",common_voice_mk_39663964.mp3,Common Voice 17.0 MK,CC-0
францускиот,0.9660,0.683,Се зборува за изгубеното влијание на францускиот роман.,common_voice_mk_39702262.mp3,Common Voice 17.0 MK,CC-0
фрла,0.9265,0.361,Премногу храна се фрла.,common_voice_mk_39664188.mp3,Common Voice 17.0 MK,CC-0
фрлам,0.9905,0.421,Бев да го фрлам ѓубрето во контејнерот.,common_voice_mk_39701858.mp3,Common Voice 17.0 MK,CC-0
фрлен,0.8596,0.401,Камионот кој смрди е полн фрлен живот и луѓе во портокалово.,common_voice_mk_39715414.mp3,Common Voice 17.0 MK,CC-0
фрлиш,0.9882,0.441,"Дури не фрлиш рипче, не фаќаш крапче.",common_voice_mk_39774892.mp3,Common Voice 17.0 MK,CC-0
фузија,0.9779,0.441,Нуклеарната фузија има потенцијал да обезбеди бесконечен извор на електрична енергија.,common_voice_mk_39695976.mp3,Common Voice 17.0 MK,CC-0
функции,0.9971,0.422,Протеините имаат многу функции во човечкото тело.,common_voice_mk_39714923.mp3,Common Voice 17.0 MK,CC-0
функционира,0.9978,0.681,"Толкав универзум, толкав универзум за да функционира мозокот, мојот кутар мозок.",common_voice_mk_39774857.mp3,Common Voice 17.0 MK,CC-0
фунти,0.8990,0.421,"Се разбира, може да се гласа повеќепати и да се донираат повеќе фунти.",common_voice_mk_39874847.mp3,Common Voice 17.0 MK,CC-0
фустан,0.9418,0.421,Жената во црвениот фустан е неверојатна.,common_voice_mk_39900517.mp3,Common Voice 17.0 MK,CC-0
фустани,0.9746,0.482,Најубавите фустани се носат за да бидат соблечени.,common_voice_mk_39713490.mp3,Common Voice 17.0 MK,CC-0
фустанот,0.6797,0.523,"Очите ѝ се тажни, со рацете во џебовите на фустанот шета.",common_voice_mk_39768963.mp3,Common Voice 17.0 MK,CC-0
хаику,0.7890,0.481,"Хаику е уметнички, стилски, но пред сѐ духовен предизвик.",common_voice_mk_39764415.mp3,Common Voice 17.0 MK,CC-0
хамлет,0.9979,0.442,Хамлет е добар син и наследник на престолот.,common_voice_mk_39748287.mp3,Common Voice 17.0 MK,CC-0
хармоника,0.9984,0.562,"Веројатно бил прва хармоника во селото, а сега му останале рибините очи.",common_voice_mk_39714554.mp3,Common Voice 17.0 MK,CC-0
хартија,0.8855,0.421,Зеде хартија и пенкало и зборовите почнаа да ја населуваат белината.,common_voice_mk_39790450.mp3,Common Voice 17.0 MK,CC-0
хемичари,0.9740,0.641,"Јас и моите соработници бевме инженери, физичари, хемичари и математичари.",common_voice_mk_39852211.mp3,Common Voice 17.0 MK,CC-0
херои,0.9969,0.421,"Светот има многу херои, но мене ми се допаѓаат вистинските, човечките херои.",common_voice_mk_39874760.mp3,Common Voice 17.0 MK,CC-0
херој,0.4994,0.381,"Нема да бидам суперхерој, ниту пак херој.",common_voice_mk_39726231.mp3,Common Voice 17.0 MK,CC-0
химерите,0.8574,0.642,"Химерите доаѓаат сами, а заминуваат во друштво.",common_voice_mk_39729082.mp3,Common Voice 17.0 MK,CC-0
химна,0.9891,0.401,Отсакување на татковината и желба за стоење на туѓа химна.,common_voice_mk_39825295.mp3,Common Voice 17.0 MK,CC-0
хиперболичен,0.9810,0.921,Многу свет ќе спаселе од безмерен хиперболичен сленг.,common_voice_mk_39701234.mp3,Common Voice 17.0 MK,CC-0
хипнотизирано,0.9986,0.882,"Нејзината другарка влегуваше во куќата, палеше цигара, стоеше хипнотизирано пред библиотеката.",common_voice_mk_39775028.mp3,Common Voice 17.0 MK,CC-0
хипокризија,0.8368,0.801,Нема прикази на политичката хипокризија и дволичност.,common_voice_mk_39809251.mp3,Common Voice 17.0 MK,CC-0
хипстер,0.9511,0.441,Лигава фантазија за растењето на еден хипстер кој танцува во тоалет.,common_voice_mk_39706230.mp3,Common Voice 17.0 MK,CC-0
хит,0.9505,0.281,Изгледа дека музичките перформанси кои ги изведуваат предмети станаа вистински хит.,common_voice_mk_39793050.mp3,Common Voice 17.0 MK,CC-0
хлорофилот,0.9053,0.702,Хлорофилот е од суштинско значење за производство на растителна енергија.,common_voice_mk_39678322.mp3,Common Voice 17.0 MK,CC-0
холивудските,0.7961,0.743,"По првата успешна серија, сликарот започнал да ги истражува и оние другите бајки, холивудските.",common_voice_mk_39709170.mp3,Common Voice 17.0 MK,CC-0
хор,0.7245,0.281,Работела како членка во хор и добивала помали улоги во филмовите.,common_voice_mk_39777350.mp3,Common Voice 17.0 MK,CC-0
хоризонт,0.9540,0.622,Која илузија сега се продава на широкиот дигитален хоризонт?,common_voice_mk_39829236.mp3,Common Voice 17.0 MK,CC-0
хоризонти,0.9996,0.681,"Тука нема место за острови, далечни хоризонти, кокосови ореви и диви орхидеи.",common_voice_mk_39709050.mp3,Common Voice 17.0 MK,CC-0
хоризонтот,0.9845,0.722,Можев да видам дека доаѓа бурата и молњите на хоризонтот.,common_voice_mk_39829623.mp3,Common Voice 17.0 MK,CC-0
храбар,0.9978,0.461,"Тој е многу храбар, единствен им се спротивставува на воспитувачите, издржлив, достоинствен.",common_voice_mk_40037206.mp3,Common Voice 17.0 MK,CC-0
храбра,0.9995,0.420,"Голите гради покажуваат дека слободата, како и секоја храбра жена, не носи корсет.",common_voice_mk_39790426.mp3,Common Voice 17.0 MK,CC-0
храбро,0.9963,0.441,"Кај него не наоѓаме ни храбро сведочење, ни должност на сеќавањата, ни неискажлива реторика.",common_voice_mk_39725860.mp3,Common Voice 17.0 MK,CC-0
храна,0.9976,0.381,Ајварот е најчеста храна на студентите.,common_voice_mk_39689979.mp3,Common Voice 17.0 MK,CC-0
храневме,0.8954,0.541,Ќе се сеќаваме како ги храневме животните од зоолошка со смоки.,common_voice_mk_39729066.mp3,Common Voice 17.0 MK,CC-0
хром,0.9463,0.380,"Две столчиња, софа и маса за кафе, од стакло, хром и дебела црна пластика.",common_voice_mk_39768983.mp3,Common Voice 17.0 MK,CC-0
хроника,0.9776,0.481,"Што не се појавуваат во универзалната историја, туку во црната хроника на локалниот печат.",common_voice_mk_39922236.mp3,Common Voice 17.0 MK,CC-0
цар,0.6664,0.301,"Си бил еднаш еден цар, многу млад и многу стар.",common_voice_mk_39663798.mp3,Common Voice 17.0 MK,CC-0
цареви,0.9497,0.401,Се обложувам дека Руските цареви никогаш не платиле толку за еден коњ.,common_voice_mk_39748232.mp3,Common Voice 17.0 MK,CC-0
царинска,0.9979,0.521,"Уште некој дига капија, уште има полициска, па и царинска контрола.",common_voice_mk_39674506.mp3,Common Voice 17.0 MK,CC-0
цајкан,0.9879,0.502,Мислиш дека така ми се чини затоа што мажот ми е цајкан?,common_voice_mk_39790332.mp3,Common Voice 17.0 MK,CC-0
цвеќе,0.9608,0.401,Собата и прозорците во неговиот стан просто пливаат во цвеќе.,common_voice_mk_39769767.mp3,Common Voice 17.0 MK,CC-0
цврсто,0.7982,0.462,Со двете раце почна ритмично и цврсто да ми го масира.,common_voice_mk_39792935.mp3,Common Voice 17.0 MK,CC-0
це-деа,0.9460,0.521,Веднаш до импровизираната маса имаше неколку кутии полни со це-деа.,common_voice_mk_39886190.mp3,Common Voice 17.0 MK,CC-0
цел,0.9992,0.241,Некогаш дури и среде град бушачот цел ден голта прашина и чад.,common_voice_mk_39702265.mp3,Common Voice 17.0 MK,CC-0
цела,0.6185,0.321,Место да учи тој цела ноќ шета.,common_voice_mk_39774821.mp3,Common Voice 17.0 MK,CC-0
целата,0.6770,0.461,"Мајката е целата во црнина, не ѝ се гледа лицето.",common_voice_mk_39820773.mp3,Common Voice 17.0 MK,CC-0
цели,0.9995,0.361,Дел од книжевниците секогаш им служеле на воено-подбуцнувачките цели.,common_voice_mk_39769785.mp3,Common Voice 17.0 MK,CC-0
целиот,0.7470,0.442,Ја сакаше целиот свет и исклучително ќе ни недостасува.,common_voice_mk_39774686.mp3,Common Voice 17.0 MK,CC-0
цело,0.9991,0.280,"Породувањето било мошне тешко, бидејќи новороденчето цело време просто се гушело од смеење.",common_voice_mk_39781457.mp3,Common Voice 17.0 MK,CC-0
целокупната,0.9620,0.702,Станува збор за одличен албум и настан во ова невреме за целокупната македонска култура.,common_voice_mk_40000700.mp3,Common Voice 17.0 MK,CC-0
целосно,0.9849,0.441,Ритмичката наивност на овие стихови речиси целосно се губи пред богатството слики.,common_voice_mk_39745339.mp3,Common Voice 17.0 MK,CC-0
целосното,0.9987,0.721,Велиме дека моментално најопасниот криминал е целосното беззаконие на модерниот философ.,common_voice_mk_39900587.mp3,Common Voice 17.0 MK,CC-0
целото,0.9994,0.381,Целото семејство отпатувавме набрзина в село.,common_voice_mk_39774809.mp3,Common Voice 17.0 MK,CC-0
цени,0.9706,0.341,Се занимавав со продажните цени и мислев на неа.,common_voice_mk_39726220.mp3,Common Voice 17.0 MK,CC-0
центар,0.9954,0.381,"Струга со децении е центар на поезијата, а ти сепак пишуваш проза!",common_voice_mk_39745975.mp3,Common Voice 17.0 MK,CC-0
центарот,0.9987,0.422,Пораснав во куќа со прозорец и балкон кој гледа во центарот на светот.,common_voice_mk_39787547.mp3,Common Voice 17.0 MK,CC-0
цепелинот,0.8878,0.582,Цепелинот бил испечатен и на самата грамофонска плоча.,common_voice_mk_39763580.mp3,Common Voice 17.0 MK,CC-0
цивилите,0.9996,0.583,"Тоа е проблемот со цивилите, ми објасни еднаш еден мајор.",common_voice_mk_39660590.mp3,Common Voice 17.0 MK,CC-0
цигара,0.9986,0.461,"Нејзината другарка влегуваше во куќата, палеше цигара, стоеше хипнотизирано пред библиотеката.",common_voice_mk_39775028.mp3,Common Voice 17.0 MK,CC-0
цигарата,0.9372,0.521,"Тој молчеше и пушеше, држејќи ја цигарата со палецот и показалецот.",common_voice_mk_39886417.mp3,Common Voice 17.0 MK,CC-0
циклами,0.9688,0.563,Пред неколку дена видов една падина со циклами.,common_voice_mk_39829457.mp3,Common Voice 17.0 MK,CC-0
цилиндар,0.9828,0.603,По кејот бавно се шеташе високиот цилиндар.,common_voice_mk_39820899.mp3,Common Voice 17.0 MK,CC-0
циници,0.9816,0.521,"Ако не сме баш циници, треба да се каже обратното.",common_voice_mk_39922171.mp3,Common Voice 17.0 MK,CC-0
цитира,0.7610,0.441,Пример кој треба да се цитира во присуство на трошаџиите.,common_voice_mk_39745273.mp3,Common Voice 17.0 MK,CC-0
цицките,0.8887,0.541,Еден од нас започнува да и ги стиска цицките.,common_voice_mk_39700571.mp3,Common Voice 17.0 MK,CC-0
црвената,0.9994,0.582,Истиот ден кога црвената врата беше одново лакирана.,common_voice_mk_39709151.mp3,Common Voice 17.0 MK,CC-0
црвениот,0.8018,0.501,Жената во црвениот фустан е неверојатна.,common_voice_mk_39900517.mp3,Common Voice 17.0 MK,CC-0
црква,0.9991,0.400,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0
црквата,0.9997,0.521,Преку таа модернизација на црквата попот и браќата го популаризираа одењето во црква.,common_voice_mk_39774913.mp3,Common Voice 17.0 MK,CC-0
црквените,0.9989,0.661,Секогаш ги слушав и наслушував црквените ѕвона.,common_voice_mk_39781928.mp3,Common Voice 17.0 MK,CC-0
црквите,0.7922,0.562,"Сега се на иста ливада, и маркетите и црквите.",common_voice_mk_39658600.mp3,Common Voice 17.0 MK,CC-0
црковниот,0.9989,0.642,Во црковниот двор се наоѓа и гробот на дедо ми.,common_voice_mk_39775016.mp3,Common Voice 17.0 MK,CC-0
црна,0.9973,0.320,"Две столчиња, софа и маса за кафе, од стакло, хром и дебела црна пластика.",common_voice_mk_39768983.mp3,Common Voice 17.0 MK,CC-0
црната,0.8685,0.441,"Што не се појавуваат во универзалната историја, туку во црната хроника на локалниот печат.",common_voice_mk_39922236.mp3,Common Voice 17.0 MK,CC-0
црни,0.9941,0.341,Прави црни облаци од кои непрекинето врне дожд.,common_voice_mk_39874784.mp3,Common Voice 17.0 MK,CC-0
црнина,0.7058,0.461,"Мајката е целата во црнина, не ѝ се гледа лицето.",common_voice_mk_39820773.mp3,Common Voice 17.0 MK,CC-0
црниот,0.9885,0.481,"На изборите нека победи црниот ѓавол, само некако да излеземе од пеколов!",common_voice_mk_39658626.mp3,Common Voice 17.0 MK,CC-0
црнците,0.9160,0.562,Црнците демонстрираа против полициската бруталност.,common_voice_mk_39813398.mp3,Common Voice 17.0 MK,CC-0
цртана,0.9983,0.461,Оттогаш оваа цртана серија во континуитет беше омилена кај помладата популација.,common_voice_mk_40000629.mp3,Common Voice 17.0 MK,CC-0
цртање,0.7106,0.482,Техниката со која што се служи е цртање со туш.,common_voice_mk_39829308.mp3,Common Voice 17.0 MK,CC-0
цртежи,0.9989,0.481,"Пиктограмите се цртежи на предметите, а на јазично ниво тие одговараат на речениците.",common_voice_mk_39852201.mp3,Common Voice 17.0 MK,CC-0
црцореше,0.8884,0.661,Варта црцореше небаре полжави кога се ставаат на оган.,common_voice_mk_40037213.mp3,Common Voice 17.0 MK,CC-0
цути,0.9887,0.300,"Минуваат села, ниви, гледај, гледај бели стада, онде цути мак!",common_voice_mk_39825373.mp3,Common Voice 17.0 MK,CC-0
чад,0.9386,0.281,Некогаш дури и среде град бушачот цел ден голта прашина и чад.,common_voice_mk_39702265.mp3,Common Voice 17.0 MK,CC-0
чадорчиња,0.5898,0.621,"Шумата е преполна со чадорчиња под нив бубалките здивнуваат, спијат.",common_voice_mk_39922238.mp3,Common Voice 17.0 MK,CC-0
чамец,0.7658,0.422,Тие изнајмиле чамец и слегле по реката.,common_voice_mk_39867357.mp3,Common Voice 17.0 MK,CC-0
чантата,0.9500,0.502,"Ништо не е, рече дамата со чантата алигаторска.",common_voice_mk_39663953.mp3,Common Voice 17.0 MK,CC-0
чаршафите,0.8448,0.662,Затоа ги џвакаше чаршафите сѐ додека не смекнеа доволно да може да ги голтне.,common_voice_mk_39776068.mp3,Common Voice 17.0 MK,CC-0
чаршијата,0.5356,0.581,Следните денови чаршијата веќе била покриена со снег.,common_voice_mk_39658609.mp3,Common Voice 17.0 MK,CC-0
час,0.9990,0.260,Тој час на учениците им дадов задолжение да напишат барање.,common_voice_mk_39767828.mp3,Common Voice 17.0 MK,CC-0
часови,0.9999,0.462,По правило била пуштана во вечерните часови.,common_voice_mk_39852225.mp3,Common Voice 17.0 MK,CC-0
часовник,0.9993,0.623,Многу сум горд на златниот џебен часовник.,common_voice_mk_39615853.mp3,Common Voice 17.0 MK,CC-0
часовникот,0.9384,0.683,"Погледнав на часовникот, беше осум и дваесет.",common_voice_mk_39829686.mp3,Common Voice 17.0 MK,CC-0
часовници,0.9996,0.641,"Оптегнатите часовници, гоблените, евтините или скапите репродукции беа признание за нивното постоење.",common_voice_mk_39925007.mp3,Common Voice 17.0 MK,CC-0
часот,0.8503,0.361,Потсети ме во два часот да се напијам вода.,common_voice_mk_39831368.mp3,Common Voice 17.0 MK,CC-0
чај,0.7803,0.301,Разговорот станува бесцелен и предлагам да сварам чај.,common_voice_mk_39726083.mp3,Common Voice 17.0 MK,CC-0
чајот,0.8292,0.422,Кога се врати таа го беше испила чајот.,common_voice_mk_39767886.mp3,Common Voice 17.0 MK,CC-0
чевли,0.9962,0.421,"Станав од кревет, се измив, појадував и отидов да купувам чевли во град.",common_voice_mk_39699344.mp3,Common Voice 17.0 MK,CC-0
чека,0.9525,0.362,Сандра ме чека на дното на улицата.,common_voice_mk_39777373.mp3,Common Voice 17.0 MK,CC-0
чекаа,0.7917,0.381,Чекаа учителот да им определи кој во кое одделение ќе учи.,common_voice_mk_39643019.mp3,Common Voice 17.0 MK,CC-0
чекалната,0.9014,0.703,Една старица секое утро ќе раскажува за нас во чекалната.,common_voice_mk_39813290.mp3,Common Voice 17.0 MK,CC-0
чекам,0.9925,0.320,"Чекам некое време, да се смири, па продолжувам.",common_voice_mk_39714949.mp3,Common Voice 17.0 MK,CC-0
чекаше,0.9985,0.401,Ми се насмевна и чекаше да види што ќе направам.,common_voice_mk_39779766.mp3,Common Voice 17.0 MK,CC-0
чекањето,0.9848,0.682,"Чекањето во редици е многу здодевно, особено ако немате музика.",common_voice_mk_39764369.mp3,Common Voice 17.0 MK,CC-0
чекор,0.9813,0.401,Остава богат бакшиш и со несигурен чекор заминува.,common_voice_mk_39663799.mp3,Common Voice 17.0 MK,CC-0
чекот,0.8209,0.381,Чекот по чекор како капките дожд се враќаат спомените.,common_voice_mk_39764314.mp3,Common Voice 17.0 MK,CC-0
челично,0.9729,0.602,Бронза покрај злато чуја челично ѕвекотење на топот на потковици.,common_voice_mk_39790272.mp3,Common Voice 17.0 MK,CC-0
чело,0.9199,0.341,Свртко со згужвано чело и криви веѓи пелтечеше заглавен на еден ист слог.,common_voice_mk_39908774.mp3,Common Voice 17.0 MK,CC-0
чергата,0.8567,0.542,Пушти си ги нозете колку што ти е долга чергата.,common_voice_mk_39777202.mp3,Common Voice 17.0 MK,CC-0
чесност,0.9965,0.561,"Докажувајќи така дека постои достоинство, чесност, приврзаност, љубов и човечност.",common_voice_mk_39790412.mp3,Common Voice 17.0 MK,CC-0
чест,0.9600,0.340,Постои ли друго место на светот кадешто поезијата е така чест мотив за убиство?,common_voice_mk_39714980.mp3,Common Voice 17.0 MK,CC-0
честаците,0.9585,0.681,"Во честаците на планините го загубиле, држејќи се за дланка, својот пат.",common_voice_mk_39664212.mp3,Common Voice 17.0 MK,CC-0
честитам,0.8086,0.523,Ви честитам за новиот бизнис.,common_voice_mk_39808849.mp3,Common Voice 17.0 MK,CC-0
често,0.9998,0.361,Многу често ја слушав изминативе неколку сончеви денови.,common_voice_mk_39774653.mp3,Common Voice 17.0 MK,CC-0
четврок,0.9025,0.581,Во четврок правиме тест по бизнис.,common_voice_mk_39660273.mp3,Common Voice 17.0 MK,CC-0
четири,0.9965,0.321,Последниве две минути изброив дека поминале четири камиони полни со мисирки.,common_voice_mk_39824556.mp3,Common Voice 17.0 MK,CC-0
четирите,0.9817,0.582,Од дваесет и четирите бироа осум беа празни.,common_voice_mk_39722705.mp3,Common Voice 17.0 MK,CC-0
чизмата,0.9893,0.462,Потоа ме бакна и скокна под чизмата на прадедо ми.,common_voice_mk_39763438.mp3,Common Voice 17.0 MK,CC-0
чинат,0.9934,0.321,Местата што ви се допаѓаат и ви се чинат позначајни ги подвлекувате со молив.,common_voice_mk_39900478.mp3,Common Voice 17.0 MK,CC-0
чинеше,0.9810,0.421,Улогата на гледач ми се чинеше секогаш една од најпонижувачките.,common_voice_mk_39714555.mp3,Common Voice 17.0 MK,CC-0
чини,0.9982,0.281,Ви се чини дека нема повисок врв од оној што е пред вас.,common_voice_mk_39763422.mp3,Common Voice 17.0 MK,CC-0
чинии,0.9799,0.421,"Помина низ маалото на прозрачните куќи, се наѕираа семејства со чинии полни меса.",common_voice_mk_39764396.mp3,Common Voice 17.0 MK,CC-0
чинија,0.9756,0.421,Затоа што никој не јаде овошје од чинија!,common_voice_mk_39775014.mp3,Common Voice 17.0 MK,CC-0
чиновник,0.9822,0.561,Пензионираниот банкарски чиновник покажува на телевизија магнетофонски ленти со снимени гласови на умрените.,common_voice_mk_39776333.mp3,Common Voice 17.0 MK,CC-0
чист,0.8090,0.301,Денеска излегов на чист воздух.,common_voice_mk_39706757.mp3,Common Voice 17.0 MK,CC-0
чиста,0.9603,0.441,"Зелката има кошули триста, секоја бела, секоја чиста.",common_voice_mk_39900580.mp3,Common Voice 17.0 MK,CC-0
чистиот,0.9974,0.441,Стварите се лишени од чистиот формален принцип на јазикот - гласот.,common_voice_mk_39714964.mp3,Common Voice 17.0 MK,CC-0
чисто,0.9809,0.381,Испрашувај ги со чисто срце неумоливото значење на нештата и нашата трагикомична судба.,common_voice_mk_39775108.mp3,Common Voice 17.0 MK,CC-0
читаат,0.9676,0.442,Потоа барав луѓе кои не се читаат по редовите и колоните.,common_voice_mk_39699469.mp3,Common Voice 17.0 MK,CC-0
читам,0.9978,0.401,"Додека читам, вели мојата жена, имам шамивче во раката.",common_voice_mk_39839677.mp3,Common Voice 17.0 MK,CC-0
читанка,0.9926,0.562,"Ако влезе во читанка, сака и во антологија.",common_voice_mk_39768575.mp3,Common Voice 17.0 MK,CC-0
читатели,0.9989,0.662,"Малите луѓе не ми се пријатели, и сигурно не се ни мои читатели.",common_voice_mk_39782069.mp3,Common Voice 17.0 MK,CC-0
читателовиот,0.9865,0.903,"Зборовите живеат во читателот, а читателовиот дом се наоѓа во зборовите.",common_voice_mk_39779752.mp3,Common Voice 17.0 MK,CC-0
читателот,0.9982,0.642,"Зборовите живеат во читателот, а читателовиот дом се наоѓа во зборовите.",common_voice_mk_39779752.mp3,Common Voice 17.0 MK,CC-0
читајте,0.9775,0.501,"Читајте ги предговорите на нашите антологии, да речеме на француски.",common_voice_mk_39663964.mp3,Common Voice 17.0 MK,CC-0
читање,0.6062,0.461,Смета дека терапијата со читање подеднакво е успешна како и психотерапијата.,common_voice_mk_39706133.mp3,Common Voice 17.0 MK,CC-0
чифт,0.8383,0.340,Носен од мракот сретнав голема сенка во тој чифт очи.,common_voice_mk_39706146.mp3,Common Voice 17.0 MK,CC-0
чичко,0.9937,0.441,"Својот чичко – новиот крал, Хамлет го презира од дното на душата.",common_voice_mk_39829602.mp3,Common Voice 17.0 MK,CC-0
чијшто,0.8302,0.361,Девојката чијшто татко загинал.,common_voice_mk_39793041.mp3,Common Voice 17.0 MK,CC-0
чкрипење,0.9813,0.601,Од паниката остана само немо чкрипење на рѓосано железо.,common_voice_mk_39774912.mp3,Common Voice 17.0 MK,CC-0
членка,0.9971,0.461,Работела како членка во хор и добивала помали улоги во филмовите.,common_voice_mk_39777350.mp3,Common Voice 17.0 MK,CC-0
човек,0.9999,0.360,Човек најмногу се учи на ненаметливост кога има таков сосед.,common_voice_mk_39790309.mp3,Common Voice 17.0 MK,CC-0
човека,0.9884,0.522,Од оваа жештина му зоврива мозокот на човека.,common_voice_mk_39793019.mp3,Common Voice 17.0 MK,CC-0
човековата,0.9882,0.642,Човековата неблагодарност нема граници.,common_voice_mk_39790306.mp3,Common Voice 17.0 MK,CC-0
човековото,0.9964,0.641,Сера во фокус ја има темата на деградација на моќта преку човековото тело.,common_voice_mk_39769669.mp3,Common Voice 17.0 MK,CC-0
човекот,0.9990,0.421,Човекот изразил желба да расправаат за возвишени работи.,common_voice_mk_39831451.mp3,Common Voice 17.0 MK,CC-0
човеку,0.9658,0.421,"Млад човеку гледај, осмели се и учи со спокоен ум на грешките туѓи.",common_voice_mk_39768957.mp3,Common Voice 17.0 MK,CC-0
човечка,0.9908,0.501,Тој знаеше дека е чуварот на вратата за влез во неверојатната голема човечка приказна.,common_voice_mk_39853666.mp3,Common Voice 17.0 MK,CC-0
човечката,0.9984,0.581,Верата е победа на теологијата над човечката слабост.,common_voice_mk_39797140.mp3,Common Voice 17.0 MK,CC-0
човечкиот,0.9797,0.541,"Тигар кружи низ станот, душка низ мебелот како некој надреален натрапник во човечкиот дом.",common_voice_mk_39925084.mp3,Common Voice 17.0 MK,CC-0
човечките,0.9116,0.662,"Светот има многу херои, но мене ми се допаѓаат вистинските, човечките херои.",common_voice_mk_39874760.mp3,Common Voice 17.0 MK,CC-0
човечкото,0.9970,0.563,Протеините имаат многу функции во човечкото тело.,common_voice_mk_39714923.mp3,Common Voice 17.0 MK,CC-0
човечност,0.9990,0.661,"Докажувајќи така дека постои достоинство, чесност, приврзаност, љубов и човечност.",common_voice_mk_39790412.mp3,Common Voice 17.0 MK,CC-0
човјек,0.7625,0.481,"Голема е одговорноста да се биде јас, но јас ќе останам човјек као ја.",common_voice_mk_39774739.mp3,Common Voice 17.0 MK,CC-0
чоеков,0.9765,0.421,"Влегуваме во колата, ги затвораме вратите, а чоеков очајно се обидува да влезе.",common_voice_mk_39714939.mp3,Common Voice 17.0 MK,CC-0
чоко,0.9991,0.300,"Нашите животи се чоко флипс топчиња, распрскани по светот ко џамлии.",common_voice_mk_39709320.mp3,Common Voice 17.0 MK,CC-0
чорба,0.4812,0.422,"Мамурно утро ме брза на работа, а сакам чорба.",common_voice_mk_39745203.mp3,Common Voice 17.0 MK,CC-0
чоја,0.9747,0.361,Масата при која седеше беше прекриена со зелена чоја.,common_voice_mk_39781931.mp3,Common Voice 17.0 MK,CC-0
чуварот,0.9870,0.481,Тој знаеше дека е чуварот на вратата за влез во неверојатната голема човечка приказна.,common_voice_mk_39853666.mp3,Common Voice 17.0 MK,CC-0
чуваше,0.8776,0.461,Маѓосникот грижливо го чуваше огнот.,common_voice_mk_39774807.mp3,Common Voice 17.0 MK,CC-0
чувства,0.9392,0.521,Многу луѓе сметаат дека компјутерите никогаш нема да имаат чувства.,common_voice_mk_39777149.mp3,Common Voice 17.0 MK,CC-0
чувство,0.7531,0.341,"Утра со младост, лето и сезонска миграција, и чувство дека сум повторно сам дома.",common_voice_mk_39713492.mp3,Common Voice 17.0 MK,CC-0
чувствува,0.6339,0.462,Тој чувствува чиста и искрена љубов кон неа.,common_voice_mk_39793122.mp3,Common Voice 17.0 MK,CC-0
чувствувал,0.9763,0.561,Во болницата му дале некој силен анестетик и тој не чувствувал ништо.,common_voice_mk_39774897.mp3,Common Voice 17.0 MK,CC-0
чувствувам,0.9637,0.582,Се е во најдобар ред единствено што јас се чувствувам лошо.,common_voice_mk_39839663.mp3,Common Voice 17.0 MK,CC-0
чувствуваш,0.9543,0.541,"Дали чувствуваш дека си во сопствената куќа, чувствуваш ли дека си дома?",common_voice_mk_39709415.mp3,Common Voice 17.0 MK,CC-0
чувствуваше,0.9971,0.621,"Се наоѓаше во својот дом и сепак, растреперен, се чувствуваше како натрапник.",common_voice_mk_39790372.mp3,Common Voice 17.0 MK,CC-0
чудам,0.9964,0.401,А бре луѓе туку седам и ви се чудам.,common_voice_mk_39825389.mp3,Common Voice 17.0 MK,CC-0
чуден,0.9787,0.400,"Кога пајчето ги видело повторно, на чуден начин, се почувствувало несреќно.",common_voice_mk_39663921.mp3,Common Voice 17.0 MK,CC-0
чудесен,0.9772,0.541,"Се чувствувам убаво и сигурно со него, а пејзажот е снежен и чудесен.",common_voice_mk_39726130.mp3,Common Voice 17.0 MK,CC-0
